timestamp,ip_address,method,endpoint,status_code,response_time_ms
2025-09-06 19:53:40,192.168.1.9,POST,/products,200,920
2025-09-06 06:18:15,192.168.1.9,GET,/products,200,493
2025-09-06 12:09:45,192.168.1.6,GET,/login,200,147
2025-09-06 08:26:24,192.168.1.45,GET,/products,401,1587
2025-09-06 15:30:00,192.168.1.47,GET,/login,401,1731
2025-09-06 12:47:47,192.168.1.25,GET,/,200,912
2025-09-06 14:24:21,192.168.1.32,POST,/checkout,400,1903
2025-09-06 07:39:34,192.168.1.1,GET,/products,200,1336
2025-09-06 13:55:29,192.168.1.5,GET,/login,200,711
2025-09-06 19:24:17,192.168.1.36,POST,/,200,59
2025-09-06 19:03:22,192.168.1.6,GET,/profile,200,83
2025-09-06 23:12:53,192.168.1.1,GET,/,200,1175
2025-09-06 22:29:44,192.168.1.8,GET,/products,404,1491
2025-09-06 06:52:10,192.168.1.48,GET,/,200,1407
2025-09-06 22:24:25,192.168.1.47,GET,/products,400,517
2025-09-06 06:49:19,192.168.1.42,GET,/,500,1622
2025-09-06 03:34:27,192.168.1.31,GET,/products,200,880
2025-09-06 20:06:27,192.168.1.48,GET,/cart,201,911
2025-09-06 08:33:41,192.168.1.9,POST,/products,200,912
2025-09-06 20:37:17,192.168.1.12,GET,/profile,200,943
2025-09-06 09:29:36,192.168.1.28,GET,/,401,392
2025-09-06 14:22:51,192.168.1.8,GET,/products,401,1158
2025-09-06 00:12:05,192.168.1.7,GET,/products,200,995
2025-09-06 17:31:28,192.168.1.39,GET,/,200,647
2025-09-06 17:23:30,192.168.1.25,GET,/profile,200,740
2025-09-06 18:17:19,192.168.1.8,GET,/,200,1117
2025-09-06 23:44:11,192.168.1.5,POST,/,200,1576
2025-09-06 14:18:06,192.168.1.41,GET,/login,200,1470
2025-09-06 15:17:02,192.168.1.49,GET,/products,200,1798
2025-09-06 19:06:55,192.168.1.1,GET,/products,200,1997
2025-09-06 04:55:30,192.168.1.3,GET,/products,200,1425
2025-09-06 05:09:51,192.168.1.26,GET,/profile,200,1585
2025-09-06 12:38:50,192.168.1.29,POST,/login,403,628
2025-09-06 21:27:19,192.168.1.26,GET,/profile,200,1582
2025-09-06 08:13:16,192.168.1.31,GET,/,200,25
2025-09-06 12:44:38,192.168.1.20,GET,/,200,1780
2025-09-06 13:43:14,192.168.1.46,POST,/products,200,1932
2025-09-06 08:07:34,192.168.1.6,GET,/,200,142
2025-09-06 07:19:38,192.168.1.36,GET,/,200,1430
2025-09-06 10:25:17,192.168.1.22,GET,/,200,904
2025-09-06 18:38:16,192.168.1.1,GET,/products,401,1222
2025-09-06 23:48:43,192.168.1.40,GET,/checkout,200,1082
2025-09-06 17:58:17,192.168.1.5,GET,/products,200,206
2025-09-06 13:26:21,192.168.1.12,GET,/,200,1034
2025-09-06 10:25:52,192.168.1.37,GET,/,200,257
2025-09-06 23:25:55,192.168.1.23,DELETE,/products,200,866
2025-09-06 05:33:23,192.168.1.29,GET,/login,200,566
2025-09-06 15:59:18,192.168.1.19,GET,/,404,1266
2025-09-06 20:45:10,192.168.1.11,GET,/login,200,1743
2025-09-06 22:29:07,192.168.1.30,GET,/profile,200,1464
2025-09-06 10:53:30,192.168.1.49,GET,/products,200,1907
2025-09-06 16:47:56,192.168.1.4,GET,/checkout,401,716
2025-09-06 22:32:17,192.168.1.40,GET,/,200,1371
2025-09-06 14:09:28,192.168.1.24,GET,/products,200,952
2025-09-06 22:55:12,192.168.1.49,GET,/login,401,861
2025-09-06 04:47:30,192.168.1.34,POST,/login,200,1700
2025-09-06 17:09:31,192.168.1.49,GET,/profile,200,225
2025-09-06 21:28:06,192.168.1.24,GET,/checkout,200,1360
2025-09-06 23:04:30,192.168.1.38,GET,/products,200,184
2025-09-06 21:54:43,192.168.1.43,GET,/login,201,1575
2025-09-06 14:34:02,192.168.1.29,GET,/products,200,485
2025-09-06 19:27:06,192.168.1.37,POST,/,200,633
2025-09-06 22:02:20,192.168.1.39,GET,/login,200,1107
2025-09-06 12:43:50,192.168.1.5,GET,/products,200,1419
2025-09-06 09:58:37,192.168.1.4,GET,/,200,39
2025-09-06 22:29:57,192.168.1.10,GET,/,404,1223
2025-09-06 10:27:44,192.168.1.8,POST,/,200,1009
2025-09-06 06:24:36,192.168.1.14,GET,/products,200,1719
2025-09-06 17:17:00,192.168.1.26,GET,/checkout,200,1261
2025-09-06 19:53:57,192.168.1.45,POST,/,400,468
2025-09-06 17:39:16,192.168.1.32,POST,/products,400,1306
2025-09-06 06:40:41,192.168.1.1,POST,/,200,289
2025-09-06 06:18:20,192.168.1.36,GET,/,200,769
2025-09-06 14:58:17,192.168.1.41,GET,/cart,200,1671
2025-09-06 10:55:21,192.168.1.39,GET,/,201,482
2025-09-06 21:46:43,192.168.1.49,DELETE,/cart,200,1639
2025-09-06 12:16:34,192.168.1.3,GET,/checkout,200,800
2025-09-06 20:23:06,192.168.1.32,GET,/products,404,691
2025-09-06 22:14:41,192.168.1.2,POST,/profile,200,856
2025-09-06 07:02:02,192.168.1.11,GET,/,401,297
2025-09-06 12:23:42,192.168.1.48,GET,/products,200,1508
2025-09-06 07:26:41,192.168.1.3,GET,/login,404,87
2025-09-06 18:13:28,192.168.1.19,GET,/login,500,772
2025-09-06 15:41:22,192.168.1.2,GET,/profile,404,1707
2025-09-06 13:42:13,192.168.1.30,GET,/,201,518
2025-09-06 23:50:36,192.168.1.5,POST,/products,200,1685
2025-09-06 21:21:49,192.168.1.4,PUT,/,401,316
2025-09-06 23:34:16,192.168.1.39,GET,/cart,200,753
2025-09-06 19:15:37,192.168.1.12,GET,/,201,1097
2025-09-06 06:04:30,192.168.1.19,GET,/products,200,473
2025-09-06 22:02:46,192.168.1.38,POST,/products,200,1994
2025-09-06 02:30:54,192.168.1.16,GET,/products,403,170
2025-09-06 22:20:38,192.168.1.4,GET,/products,200,1478
2025-09-06 11:38:33,192.168.1.10,GET,/login,201,254
2025-09-06 21:41:56,192.168.1.37,POST,/,200,487
2025-09-06 12:52:29,192.168.1.16,POST,/login,200,542
2025-09-06 11:09:43,192.168.1.46,GET,/cart,200,217
2025-09-06 19:23:51,192.168.1.4,GET,/profile,200,1392
2025-09-06 07:22:55,192.168.1.31,POST,/cart,201,609
2025-09-06 16:22:06,192.168.1.27,GET,/products,200,241
2025-09-06 11:35:23,192.168.1.3,GET,/,200,1168
2025-09-06 23:52:39,192.168.1.29,GET,/,403,1718
2025-09-06 18:01:11,192.168.1.9,POST,/profile,200,391
2025-09-06 21:36:42,192.168.1.16,GET,/products,200,1548
2025-09-06 14:24:26,192.168.1.19,GET,/login,200,1948
2025-09-06 15:05:56,192.168.1.2,GET,/products,200,577
2025-09-06 13:27:31,192.168.1.28,GET,/,200,726
2025-09-06 13:18:43,192.168.1.32,GET,/products,200,829
2025-09-06 23:03:00,192.168.1.5,PUT,/checkout,201,612
2025-09-06 11:00:31,192.168.1.36,GET,/login,201,1044
2025-09-06 15:42:51,192.168.1.14,GET,/checkout,200,961
2025-09-06 22:55:20,192.168.1.26,GET,/checkout,200,255
2025-09-06 12:20:10,192.168.1.39,GET,/cart,403,200
2025-09-06 13:06:15,192.168.1.18,GET,/,401,1547
2025-09-06 11:21:49,192.168.1.5,GET,/,200,1875
2025-09-06 19:22:46,192.168.1.48,GET,/,200,544
2025-09-06 08:38:09,192.168.1.37,GET,/,201,1031
2025-09-06 13:36:48,192.168.1.27,GET,/cart,200,1299
2025-09-06 11:40:20,192.168.1.4,GET,/login,200,582
2025-09-06 16:22:32,192.168.1.2,GET,/,200,607
2025-09-06 06:55:54,192.168.1.3,GET,/login,200,1974
2025-09-06 20:57:02,192.168.1.19,POST,/products,200,994
2025-09-06 14:03:28,192.168.1.3,POST,/login,201,1053
2025-09-06 17:02:15,192.168.1.34,DELETE,/products,200,765
2025-09-06 11:18:24,192.168.1.17,GET,/products,201,1345
2025-09-06 11:21:06,192.168.1.25,GET,/,401,1995
2025-09-06 22:55:09,192.168.1.13,GET,/,200,1363
2025-09-06 18:25:08,192.168.1.27,PUT,/login,200,1641
2025-09-06 11:08:42,192.168.1.34,PUT,/profile,403,211
2025-09-06 17:27:32,192.168.1.14,GET,/,200,1960
2025-09-06 19:12:14,192.168.1.50,GET,/,201,1059
2025-09-06 19:53:47,192.168.1.44,GET,/login,201,288
2025-09-06 16:09:10,192.168.1.5,GET,/products,403,1496
2025-09-06 13:26:23,192.168.1.32,GET,/login,200,1553
2025-09-06 19:14:34,192.168.1.7,DELETE,/checkout,403,417
2025-09-06 11:36:28,192.168.1.20,GET,/login,200,1998
2025-09-06 07:12:51,192.168.1.28,POST,/,200,780
2025-09-06 15:06:45,192.168.1.42,POST,/,201,578
2025-09-06 13:32:09,192.168.1.41,GET,/profile,400,1831
2025-09-06 11:01:26,192.168.1.2,GET,/,500,787
2025-09-06 09:20:59,192.168.1.3,POST,/login,200,98
2025-09-06 10:53:30,192.168.1.33,GET,/checkout,200,30
2025-09-06 22:01:16,192.168.1.6,GET,/profile,200,886
2025-09-06 06:18:15,192.168.1.11,GET,/login,201,956
2025-09-06 06:53:57,192.168.1.22,GET,/products,200,1491
2025-09-06 07:27:00,192.168.1.29,GET,/login,200,195
2025-09-06 14:23:04,192.168.1.48,GET,/checkout,200,61
2025-09-06 12:30:02,192.168.1.30,DELETE,/,200,1634
2025-09-06 06:15:46,192.168.1.31,GET,/products,201,293
2025-09-06 04:34:21,192.168.1.40,GET,/checkout,200,1444
2025-09-06 13:11:51,192.168.1.4,POST,/profile,200,432
2025-09-06 04:12:56,192.168.1.2,PUT,/products,500,1132
2025-09-06 13:02:48,192.168.1.30,GET,/cart,200,1362
2025-09-06 11:07:51,192.168.1.15,POST,/checkout,401,811
2025-09-06 11:11:31,192.168.1.33,GET,/checkout,200,189
2025-09-06 18:05:27,192.168.1.28,POST,/products,200,183
2025-09-06 11:18:19,192.168.1.19,POST,/,200,935
2025-09-06 04:55:58,192.168.1.14,DELETE,/,500,1961
2025-09-06 05:42:40,192.168.1.17,GET,/checkout,200,83
2025-09-06 07:38:43,192.168.1.38,GET,/,201,770
2025-09-06 11:36:02,192.168.1.28,GET,/profile,200,1582
2025-09-06 06:08:33,192.168.1.15,GET,/,404,73
2025-09-06 18:31:33,192.168.1.16,GET,/,200,933
2025-09-06 08:39:18,192.168.1.33,DELETE,/,200,171
2025-09-06 13:57:45,192.168.1.19,GET,/products,400,674
2025-09-06 17:45:04,192.168.1.25,GET,/,200,1473
2025-09-06 22:40:11,192.168.1.39,GET,/,200,304
2025-09-06 09:31:01,192.168.1.14,GET,/products,500,285
2025-09-06 16:05:04,192.168.1.11,DELETE,/checkout,200,1595
2025-09-06 12:36:04,192.168.1.4,GET,/,200,1079
2025-09-06 11:56:53,192.168.1.38,GET,/,404,906
2025-09-06 14:55:03,192.168.1.41,GET,/login,200,1934
2025-09-06 18:22:33,192.168.1.45,POST,/,200,1148
2025-09-06 10:40:19,192.168.1.29,GET,/products,200,1209
2025-09-06 07:42:39,192.168.1.35,GET,/cart,200,1710
2025-09-06 21:05:02,192.168.1.48,POST,/,200,1191
2025-09-06 12:40:01,192.168.1.22,GET,/,404,1009
2025-09-06 09:51:43,192.168.1.17,GET,/products,200,871
2025-09-06 14:13:21,192.168.1.28,GET,/checkout,201,1782
2025-09-06 11:25:08,192.168.1.37,GET,/,200,270
2025-09-06 09:15:09,192.168.1.3,GET,/login,200,528
2025-09-06 23:57:10,192.168.1.40,PUT,/checkout,200,346
2025-09-06 14:32:29,192.168.1.22,GET,/,404,1055
2025-09-06 13:15:13,192.168.1.27,GET,/,200,1746
2025-09-06 17:30:18,192.168.1.24,POST,/login,401,1509
2025-09-06 11:25:23,192.168.1.2,GET,/products,200,611
2025-09-06 06:32:28,192.168.1.37,GET,/profile,200,263
2025-09-06 07:06:25,192.168.1.15,DELETE,/products,200,315
2025-09-06 08:32:25,192.168.1.22,GET,/,200,990
2025-09-06 14:09:38,192.168.1.44,GET,/profile,200,824
2025-09-06 23:47:53,192.168.1.11,GET,/cart,200,1471
2025-09-06 15:30:52,192.168.1.1,GET,/,200,650
2025-09-06 20:46:55,192.168.1.33,GET,/products,404,1623
2025-09-06 23:37:36,192.168.1.7,GET,/products,200,1496
2025-09-06 16:53:24,192.168.1.4,GET,/,404,245
2025-09-06 08:28:20,192.168.1.17,GET,/,200,1272
2025-09-06 22:55:54,192.168.1.35,GET,/,200,685
2025-09-06 23:30:33,192.168.1.15,DELETE,/products,200,1138
2025-09-06 11:49:55,192.168.1.35,GET,/products,200,413
2025-09-06 23:17:35,192.168.1.11,PUT,/profile,201,1463
2025-09-06 08:45:31,192.168.1.12,GET,/profile,201,580
2025-09-06 10:36:43,192.168.1.25,POST,/login,200,1603
2025-09-06 20:18:02,192.168.1.10,POST,/login,200,545
2025-09-06 19:13:12,192.168.1.41,GET,/products,200,243
2025-09-06 16:37:15,192.168.1.7,GET,/products,200,127
2025-09-06 06:21:45,192.168.1.21,GET,/,404,1922
2025-09-06 07:41:59,192.168.1.44,GET,/products,201,608
2025-09-06 10:41:03,192.168.1.45,GET,/products,200,1500
2025-09-06 21:02:58,192.168.1.46,GET,/cart,404,94
2025-09-06 23:25:50,192.168.1.22,PUT,/profile,403,1815
2025-09-06 03:19:36,192.168.1.28,PUT,/login,200,1333
2025-09-06 15:31:56,192.168.1.47,POST,/products,200,250
2025-09-06 11:46:29,192.168.1.31,POST,/,200,624
2025-09-06 15:48:12,192.168.1.5,POST,/cart,400,1075
2025-09-06 11:25:42,192.168.1.3,DELETE,/products,404,33
2025-09-06 09:15:28,192.168.1.37,DELETE,/login,201,43
2025-09-06 09:23:44,192.168.1.7,GET,/products,200,1425
2025-09-06 14:57:56,192.168.1.34,GET,/,403,624
2025-09-06 11:14:14,192.168.1.48,GET,/products,500,785
2025-09-06 12:35:58,192.168.1.20,GET,/products,200,526
2025-09-06 17:38:55,192.168.1.38,GET,/products,200,1898
2025-09-06 15:03:53,192.168.1.25,GET,/products,200,691
2025-09-06 21:28:07,192.168.1.32,POST,/products,401,932
2025-09-06 20:29:08,192.168.1.23,GET,/,200,1672
2025-09-06 10:01:25,192.168.1.8,GET,/,200,887
2025-09-06 11:04:34,192.168.1.50,PUT,/,404,84
2025-09-06 10:11:49,192.168.1.4,GET,/checkout,404,786
2025-09-06 23:24:28,192.168.1.43,PUT,/login,200,1375
2025-09-06 21:08:41,192.168.1.43,GET,/profile,200,280
2025-09-06 18:14:53,192.168.1.1,GET,/,200,1135
2025-09-06 12:24:52,192.168.1.7,GET,/,200,1812
2025-09-06 18:07:02,192.168.1.40,GET,/checkout,401,52
2025-09-06 09:04:06,192.168.1.27,GET,/products,401,521
2025-09-06 19:25:28,192.168.1.7,GET,/cart,200,1051
2025-09-06 23:14:52,192.168.1.46,GET,/products,201,1696
2025-09-06 10:19:56,192.168.1.4,GET,/,200,144
2025-09-06 15:37:56,192.168.1.35,GET,/products,200,116
2025-09-06 23:41:42,192.168.1.15,GET,/products,200,634
2025-09-06 12:48:34,192.168.1.21,POST,/login,201,1670
2025-09-06 13:03:35,192.168.1.17,GET,/products,200,542
2025-09-06 08:41:05,192.168.1.46,POST,/,201,410
2025-09-06 04:24:43,192.168.1.28,GET,/,400,1223
2025-09-06 18:35:13,192.168.1.21,POST,/login,404,51
2025-09-06 08:12:47,192.168.1.3,DELETE,/products,200,1257
2025-09-06 18:25:58,192.168.1.7,GET,/,200,1348
2025-09-06 11:16:23,192.168.1.23,GET,/,500,981
2025-09-06 19:20:58,192.168.1.5,GET,/,401,1538
2025-09-06 07:16:35,192.168.1.47,GET,/login,200,695
2025-09-06 09:36:53,192.168.1.8,GET,/profile,200,1583
2025-09-06 20:46:41,192.168.1.36,GET,/checkout,200,306
2025-09-06 18:31:11,192.168.1.46,GET,/products,200,89
2025-09-06 20:04:52,192.168.1.32,POST,/login,400,493
2025-09-06 06:09:00,192.168.1.6,GET,/,200,1932
2025-09-06 16:30:42,192.168.1.21,GET,/products,200,1104
2025-09-06 18:34:18,192.168.1.1,POST,/products,400,1883
2025-09-06 08:58:06,192.168.1.23,GET,/products,200,745
2025-09-06 09:25:05,192.168.1.15,GET,/products,500,482
2025-09-06 10:52:54,192.168.1.2,DELETE,/products,200,850
2025-09-06 12:35:30,192.168.1.2,GET,/,200,908
2025-09-06 17:21:36,192.168.1.49,DELETE,/cart,403,490
2025-09-06 08:55:44,192.168.1.44,GET,/,200,1915
2025-09-06 10:34:36,192.168.1.31,GET,/cart,200,444
2025-09-06 16:48:52,192.168.1.34,GET,/,200,512
2025-09-06 15:54:24,192.168.1.32,GET,/login,201,1638
2025-09-06 23:46:05,192.168.1.22,DELETE,/,200,1737
2025-09-06 06:38:49,192.168.1.29,GET,/profile,200,1318
2025-09-06 10:28:31,192.168.1.7,GET,/login,200,1219
2025-09-06 17:05:49,192.168.1.29,POST,/checkout,200,335
2025-09-06 12:50:40,192.168.1.4,GET,/login,200,1951
2025-09-06 10:23:48,192.168.1.9,GET,/,200,1156
2025-09-06 14:06:01,192.168.1.3,GET,/products,201,1788
2025-09-06 12:18:26,192.168.1.16,GET,/profile,403,517
2025-09-06 15:10:43,192.168.1.15,GET,/login,200,149
2025-09-06 08:17:26,192.168.1.11,POST,/login,404,1496
2025-09-06 16:38:39,192.168.1.5,GET,/login,404,700
2025-09-06 20:24:51,192.168.1.43,GET,/login,400,1353
2025-09-06 23:08:19,192.168.1.12,PUT,/,200,1995
2025-09-06 12:20:18,192.168.1.35,GET,/profile,201,687
2025-09-06 12:52:50,192.168.1.16,GET,/products,200,1137
2025-09-06 08:49:35,192.168.1.1,POST,/profile,200,1653
2025-09-06 10:44:04,192.168.1.40,POST,/login,200,1317
2025-09-06 10:16:42,192.168.1.4,GET,/login,200,1244
2025-09-06 14:25:34,192.168.1.22,PUT,/products,200,1639
2025-09-06 23:44:57,192.168.1.40,GET,/profile,200,528
2025-09-06 17:22:10,192.168.1.30,GET,/profile,200,838
2025-09-06 23:21:50,192.168.1.18,GET,/,200,1082
2025-09-06 15:44:36,192.168.1.6,GET,/products,200,1434
2025-09-06 14:22:01,192.168.1.21,GET,/profile,200,1722
2025-09-06 22:09:22,192.168.1.11,GET,/,200,995
2025-09-06 06:46:44,192.168.1.19,GET,/,201,66
2025-09-06 21:41:06,192.168.1.32,GET,/profile,200,377
2025-09-06 15:21:35,192.168.1.18,GET,/checkout,200,401
2025-09-06 17:27:25,192.168.1.1,GET,/,200,816
2025-09-06 00:13:13,192.168.1.9,POST,/checkout,200,1657
2025-09-06 21:11:23,192.168.1.12,GET,/,401,1100
2025-09-06 23:20:38,192.168.1.16,GET,/,200,957
2025-09-06 16:52:43,192.168.1.34,GET,/products,200,294
2025-09-06 10:15:19,192.168.1.3,GET,/,200,1241
2025-09-06 07:24:27,192.168.1.5,GET,/products,200,374
2025-09-06 15:31:18,192.168.1.4,GET,/products,200,755
2025-09-06 23:31:08,192.168.1.5,GET,/products,200,857
2025-09-06 17:26:45,192.168.1.41,GET,/,200,1578
2025-09-06 09:02:17,192.168.1.6,GET,/checkout,200,1602
2025-09-06 19:35:32,192.168.1.3,GET,/checkout,400,771
2025-09-06 15:48:02,192.168.1.37,GET,/,200,1527
2025-09-06 20:48:15,192.168.1.11,DELETE,/login,200,1692
2025-09-06 06:55:07,192.168.1.38,GET,/cart,200,738
2025-09-06 21:39:40,192.168.1.18,GET,/checkout,400,1669
2025-09-06 05:22:34,192.168.1.10,GET,/login,201,612
2025-09-06 15:54:32,192.168.1.50,GET,/,404,1629
2025-09-06 12:03:17,192.168.1.43,GET,/cart,200,1476
2025-09-06 10:15:48,192.168.1.42,GET,/,200,1305
2025-09-06 12:28:04,192.168.1.30,POST,/,200,589
2025-09-06 18:56:23,192.168.1.20,GET,/products,401,1754
2025-09-06 18:46:29,192.168.1.30,GET,/cart,201,834
2025-09-06 08:27:52,192.168.1.6,GET,/cart,200,1203
2025-09-06 07:54:31,192.168.1.38,POST,/checkout,200,1302
2025-09-06 19:29:01,192.168.1.3,POST,/login,200,1982
2025-09-06 13:44:58,192.168.1.4,GET,/,404,581
2025-09-06 06:23:16,192.168.1.2,GET,/products,200,1301
2025-09-06 10:44:48,192.168.1.7,GET,/checkout,200,996
2025-09-06 06:37:14,192.168.1.23,GET,/,200,266
2025-09-06 23:27:44,192.168.1.4,GET,/login,201,229
2025-09-06 06:23:56,192.168.1.11,GET,/cart,401,1333
2025-09-06 23:09:04,192.168.1.24,GET,/products,200,1499
2025-09-06 08:47:09,192.168.1.46,GET,/login,200,1856
2025-09-06 06:48:07,192.168.1.27,GET,/profile,200,306
2025-09-06 09:41:05,192.168.1.8,GET,/checkout,200,1947
2025-09-06 18:54:54,192.168.1.31,GET,/products,200,1551
2025-09-06 12:41:03,192.168.1.38,POST,/,200,513
2025-09-06 14:38:04,192.168.1.24,DELETE,/profile,404,290
2025-09-06 12:53:36,192.168.1.18,GET,/,200,1597
2025-09-06 06:37:04,192.168.1.1,GET,/profile,404,835
2025-09-06 14:40:45,192.168.1.22,GET,/checkout,200,1118
2025-09-06 15:09:17,192.168.1.3,GET,/profile,404,338
2025-09-06 15:25:37,192.168.1.30,POST,/products,200,1450
2025-09-06 13:54:15,192.168.1.2,GET,/login,200,1266
2025-09-06 05:42:47,192.168.1.31,GET,/,200,43
2025-09-06 07:22:33,192.168.1.23,POST,/,200,1555
2025-09-06 19:17:46,192.168.1.44,POST,/,400,577
2025-09-06 14:16:45,192.168.1.49,GET,/products,200,133
2025-09-06 14:36:10,192.168.1.15,GET,/,200,1500
2025-09-06 07:47:32,192.168.1.1,POST,/,200,765
2025-09-06 12:09:11,192.168.1.47,POST,/products,403,1536
2025-09-06 17:14:20,192.168.1.8,PUT,/login,400,1190
2025-09-06 11:32:43,192.168.1.45,GET,/cart,500,1973
2025-09-06 12:56:29,192.168.1.43,POST,/login,200,955
2025-09-06 00:12:18,192.168.1.26,GET,/products,200,1231
2025-09-06 23:49:49,192.168.1.5,PUT,/checkout,200,33
2025-09-06 22:01:14,192.168.1.24,GET,/products,200,706
2025-09-06 00:42:24,192.168.1.42,POST,/,200,507
2025-09-06 12:03:09,192.168.1.34,GET,/profile,401,1084
2025-09-06 12:57:23,192.168.1.20,POST,/products,200,1325
2025-09-06 20:04:37,192.168.1.26,GET,/profile,200,554
2025-09-06 21:59:51,192.168.1.16,POST,/login,200,498
2025-09-06 06:12:08,192.168.1.38,GET,/,200,974
2025-09-06 10:07:34,192.168.1.14,POST,/products,200,1765
2025-09-06 07:10:51,192.168.1.33,POST,/products,200,1731
2025-09-06 21:09:05,192.168.1.34,DELETE,/login,200,632
2025-09-06 09:11:01,192.168.1.48,POST,/products,200,213
2025-09-06 13:51:50,192.168.1.4,GET,/cart,500,287
2025-09-06 08:25:23,192.168.1.33,PUT,/,200,1898
2025-09-06 20:01:04,192.168.1.5,GET,/cart,200,1755
2025-09-06 20:21:07,192.168.1.2,GET,/,200,1702
2025-09-06 18:31:01,192.168.1.15,GET,/login,403,583
2025-09-06 10:56:09,192.168.1.1,GET,/,200,863
2025-09-06 21:30:03,192.168.1.3,GET,/login,200,1652
2025-09-06 14:40:51,192.168.1.25,GET,/login,201,1002
2025-09-06 15:31:22,192.168.1.46,GET,/login,200,673
2025-09-06 16:01:57,192.168.1.40,GET,/cart,200,752
2025-09-06 19:14:10,192.168.1.3,GET,/,400,1898
